('Total Revenue', 'Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         789477 function calls (764990 primitive calls) in 1.951 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       79    0.000    0.000    0.003    0.000 css_parser.py:472(parse_attribute_selector)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       79    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       77    0.000    0.000    0.000    0.000 typing.py:251(_collect_parameters)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
       76    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       75    0.000    0.000    0.000    0.000 css_parser.py:542(parse_tag_pattern)
       74    0.000    0.000    0.000    0.000 typing.py:1844(<genexpr>)
       74    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
       65    0.000    0.000    0.000    0.000 functools.py:65(wraps)
    63/33    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
    63/33    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       62    0.000    0.000    0.000    0.000 _status_codes.py:28(__new__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       61    0.000    0.000    0.000    0.000 dammit.py:229(<listcomp>)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       60    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
       59    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       59    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       57    0.000    0.000    0.000    0.000 dataclasses.py:723(_get_field)
       57    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       57    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
       56    0.000    0.000    0.001    0.000 typing.py:1877(__init_subclass__)
    56/16    0.000    0.000    0.009    0.001 css_parser.py:925(parse_selectors)
       56    0.000    0.000    0.002    0.000 css_parser.py:1106(<listcomp>)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       54    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       53    0.000    0.000    0.000    0.000 element.py:2280(__eq__)
       53    0.000    0.000    0.001    0.000 parser.py:122(set_cdata_mode)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       50    0.000    0.000    0.000    0.000 typing.py:866(__init__)
       50    0.000    0.000    0.000    0.000 _models.py:67(_normalize_header_key)
       50    0.000    0.000    0.000    0.000 _models.py:74(_normalize_header_value)
       48    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       48    0.000    0.000    0.000    0.000 typing.py:1981(_caller)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       47    0.000    0.000    0.000    0.000 typing.py:1552(__mro_entries__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       46    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       46    0.000    0.000    0.000    0.000 inspect.py:1762(_static_getmro)
       45    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       45    0.000    0.000    0.000    0.000 typing.py:2609(overload)
    44/32    0.000    0.000    0.007    0.000 css_parser.py:579(parse_pseudo_class)
       44    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
       44    0.000    0.000    0.000    0.000 inspect.py:2734(kind)
       44    0.000    0.000    0.000    0.000 __init__.py:601(__missing__)
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       43    0.000    0.000    0.001    0.000 _readers.py:64(_decode_header_lines)
       43    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
    42/16    0.000    0.000    0.094    0.006 {built-in method builtins.__import__}
       42    0.000    0.000    0.000    0.000 typing.py:1040(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:966(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:1049(<genexpr>)
       41    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
    40/31    0.000    0.000    0.007    0.000 css_parser.py:746(parse_pseudo_open)
       40    0.000    0.000    0.000    0.000 typing.py:1664(<genexpr>)
       39    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       39    0.000    0.000    0.000    0.000 typing.py:479(__repr__)
       39    0.000    0.000    0.000    0.000 enum.py:933(_check_for_existing_members_)
       38    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       37    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       37    0.000    0.000    0.001    0.000 typing.py:1830(__class_getitem__)
       37    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
       36    0.000    0.000    0.001    0.000 typing.py:723(Optional)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2256(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       35    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:680(__hash__)
       32    0.000    0.000    0.002    0.000 enum.py:499(__new__)
       32    0.000    0.000    0.000    0.000 inspect.py:2722(name)
       32    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       32    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       30    0.000    0.000    0.001    0.000 typing.py:1670(__getitem__)
       30    0.000    0.000    0.000    0.000 inspect.py:3002(<genexpr>)
       29    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
       29    0.000    0.000    0.000    0.000 element.py:2181(get_attribute_list)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
       28    0.001    0.000    0.436    0.016 __init__.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:454(__setattr__)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       27    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1699(path_hook_for_FileFinder)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1658(_fill_cache)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1562(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1411(_path_hooks)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       27    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       27    0.000    0.000    0.001    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       27    0.000    0.000    0.000    0.000 typing.py:1721(<genexpr>)
       26    0.000    0.000    0.000    0.000 enum.py:979(_find_data_type_)
       26    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       26    0.000    0.000    0.000    0.000 enum.py:772(__getattr__)
       26    0.000    0.000    0.000    0.000 enum.py:943(_get_mixins_)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       25    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       25    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       24    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       24    0.001    0.000    0.007    0.000 dataclasses.py:884(_process_class)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       24    0.000    0.000    0.000    0.000 typing.py:1851(<genexpr>)
       24    0.000    0.000    0.000    0.000 typing.py:1641(__getitem__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1204(dataclass)
       24    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
       24    0.000    0.000    0.007    0.000 dataclasses.py:1221(wrap)
       24    0.000    0.000    0.000    0.000 typing.py:284(_check_generic)
       24    0.000    0.000    0.000    0.000 functools.py:668(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:228(_recursive_repr)
       24    0.000    0.000    0.000    0.000 dataclasses.py:346(__init__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
       24    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
       24    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
       23    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
       23    0.000    0.000    0.000    0.000 enum.py:1357(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       22    0.000    0.000    0.000    0.000 inspect.py:2669(__init__)
     22/8    0.000    0.000    0.001    0.000 inspect.py:2435(_signature_from_callable)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
       21    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
       21    0.000    0.000    0.000    0.000 inspect.py:1943(_signature_get_user_defined_method)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
       20    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       19    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       19    0.001    0.000    0.003    0.000 enum.py:1668(convert_class)
       19    0.000    0.000    0.000    0.000 typing.py:1602(__subclasscheck__)
       19    0.000    0.000    0.000    0.000 typing.py:1327(__instancecheck__)
       19    0.000    0.000    0.000    0.000 enum.py:1652(_simple_enum)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.001    0.000 dataclasses.py:528(_init_fn)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 typing.py:1636(copy_with)
       18    0.000    0.000    0.000    0.000 typing.py:1655(__getitem_inner__)
       18    0.000    0.000    0.000    0.000 inspect.py:1790(_shadowed_dict)
       18    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       17    0.000    0.000    0.000    0.000 inspect.py:1437(formatannotation)
       17    0.000    0.000    0.000    0.000 typing.py:1725(__eq__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:719(<genexpr>)
       16    0.000    0.000    0.009    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.024    0.002 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
       16    0.000    0.000    0.000    0.000 typing.py:2076(<genexpr>)
       16    0.000    0.000    0.000    0.000 inspect.py:1439(repl)
    16/10    0.000    0.000    0.000    0.000 typing.py:230(_type_repr)
       16    0.000    0.000    0.000    0.000 enum.py:806(__members__)
       16    0.000    0.000    0.000    0.000 enum.py:1374(<lambda>)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       15    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       15    0.000    0.000    0.000    0.000 inspect.py:735(unwrap)
       15    0.000    0.000    0.000    0.000 inspect.py:2955(__init__)
       15    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 _models.py:293(<listcomp>)
       15    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       15    0.000    0.000    0.000    0.000 ssl.py:1000(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
       15    0.000    0.000    0.000    0.000 inspect.py:3015(parameters)
       15    0.000    0.000    0.000    0.000 typing.py:757(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       14    0.000    0.000    0.000    0.000 inspect.py:1804(getattr_static)
       14    0.000    0.000    0.000    0.000 element.py:1881(_all_strings)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.001    0.000 dataclasses.py:624(_cmp_fn)
       14    0.000    0.000    0.000    0.000 inspect.py:1783(_is_type)
       14    0.000    0.000    0.000    0.000 inspect.py:1774(_check_class)
       14    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
       14    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       13    0.000    0.000    0.001    0.000 {built-in method builtins.eval}
       13    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       13    0.000    0.000    0.001    0.000 __init__.py:350(namedtuple)
       13    0.000    0.000    0.003    0.000 enum.py:895(_convert_)
       13    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       13    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
       13    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
       13    0.001    0.000    0.005    0.000 filter.py:129(filter)
       13    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
       13    0.000    0.000    0.000    0.000 enum.py:1008(_find_new_)
       13    0.000    0.000    0.001    0.000 enum.py:912(<listcomp>)
       13    0.000    0.000    0.000    0.000 enum.py:922(<dictcomp>)
       13    0.000    0.000    0.001    0.000 dataclasses.py:599(_frozen_get_del_attr)
       13    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       13    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
       13    0.000    0.000    0.000    0.000 enum.py:360(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:989(__iter__)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
       12    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
       12    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
       12    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       11    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
       11    0.000    0.000    0.000    0.000 _models.py:144(__init__)
       11    0.000    0.000    0.000    0.000 _models.py:200(<listcomp>)
       11    0.000    0.000    0.000    0.000 _models.py:195(raw)
       11    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:2074(getLogger)
       10    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
     10/8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1231(create_module)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
     10/8    0.001    0.000    0.003    0.000 {built-in method _imp.create_dynamic}
       10    0.002    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
       10    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       10    0.000    0.000    0.000    0.000 inspect.py:2756(__str__)
       10    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
       10    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
       10    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 request.py:401(add_header)
       10    0.000    0.000    0.000    0.000 __init__.py:218(finditer)
        9    0.001    0.000    0.280    0.031 {method 'join' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        9    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        9    0.000    0.000    0.000    0.000 __init__.py:163(__new__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
        8    0.000    0.000    0.000    0.000 inspect.py:2331(_signature_from_function)
        8    0.000    0.000    0.000    0.000 typing.py:2071(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:733(runtime_checkable)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        8    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        8    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        8    0.000    0.000    0.000    0.000 filter.py:245(<listcomp>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:669(__eq__)
        8    0.000    0.000    0.000    0.000 typing.py:1676(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
        8    0.000    0.000    0.001    0.000 inspect.py:3261(signature)
        8    0.000    0.000    0.001    0.000 inspect.py:3007(from_callable)
        8    0.000    0.000    0.000    0.000 typing.py:1298(__mro_entries__)
        8    0.000    0.000    0.000    0.000 typing.py:1720(_value_and_type_iter)
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 enum.py:1377(_missing_)
        7    0.000    0.000    0.000    0.000 inspect.py:2075(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 inspect.py:2037(_signature_bound_method)
        7    0.000    0.000    0.000    0.000 inspect.py:3215(__str__)
        7    0.000    0.000    0.000    0.000 __init__.py:1378(_fixupParents)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 http11.py:288(is_idle)
        7    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        7    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        7    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        7    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        7    0.000    0.000    0.000    0.000 dataclasses.py:846(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:845(_hash_add)
        7    0.000    0.000    0.000    0.000 inspect.py:2063(_signature_is_builtin)
        7    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        7    0.000    0.000    0.000    0.000 inspect.py:3023(replace)
      7/3    0.000    0.000    0.000    0.000 typing.py:1530(__repr__)
      7/3    0.000    0.000    0.000    0.000 typing.py:1536(<listcomp>)
        7    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 enum.py:1453(<listcomp>)
        7    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
        7    0.000    0.000    0.000    0.000 functools.py:724(<listcomp>)
      7/1    0.000    0.000    0.000    0.000 functools.py:725(<listcomp>)
        7    0.000    0.000    0.000    0.000 inspect.py:2426(_descriptor_get)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        6    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        6    0.000    0.000    0.000    0.000 _parser.py:903(_parse_flags)
        6    0.000    0.000    0.001    0.000 _connection.py:544(send_with_data_passthrough)
        6    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        6    0.000    0.000    0.001    0.000 _connection.py:517(send)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        6    0.000    0.000    0.000    0.000 sync.py:130(write)
        6    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        6    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        6    0.000    0.000    0.000    0.000 _models.py:281(origin)
        6    0.000    0.000    0.000    0.000 _models.py:71(<listcomp>)
        6    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        6    0.000    0.000    0.000    0.000 element.py:547(<listcomp>)
        6    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        6    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 typing.py:1088(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:426(__init_subclass__)
        6    0.000    0.000    0.000    0.000 typing.py:2916(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        5    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        5    0.000    0.000    0.000    0.000 parse.py:675(unquote)
        5    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        5    0.000    0.000    0.000    0.000 _headers.py:152(normalize_and_validate)
        5    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        5    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 _urls.py:126(scheme)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    0.000    0.000 _models.py:348(<listcomp>)
        5    0.000    0.000    0.000    0.000 message.py:150(__init__)
        5    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        5    0.000    0.000    0.000    0.000 parse.py:833(__getattr__)
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 typing.py:506(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:729(Literal)
        5    0.000    0.000    0.000    0.000 inspect.py:2726(default)
        5    0.000    0.000    0.000    0.000 enum.py:794(__iter__)
        5    0.000    0.000    0.000    0.000 typing.py:350(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        4    0.000    0.000    0.006    0.001 element.py:1079(_find_all)
        4    0.000    0.000    0.000    0.000 filter.py:378(__init__)
        4    0.000    0.000    0.000    0.000 _connection.py:93(_body_framing)
        4    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        4    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        4    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        4    0.000    0.000    0.000    0.000 connection_pool.py:302(<listcomp>)
