('Total Revenue', 'Total Revenue', '270,010,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         724931 function calls (705695 primitive calls) in 7.315 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       25    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
      165    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      240    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        2    0.000    0.000    0.001    0.001 cookies.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:305(putheader)
        2    0.000    0.000    0.000    0.000 response.py:537(__init__)
      315    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       77    0.000    0.000    0.000    0.000 css_types.py:267(__init__)
      299    0.000    0.000    0.000    0.000 element.py:1543(get)
       53    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       12    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
      311    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        7    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
      134    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
        1    0.000    0.000    0.255    0.255 connection.py:609(connect)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
  136/131    0.000    0.000    0.001    0.000 css_parser.py:373(_freeze_relations)
        2    0.000    0.000    0.009    0.005 utils.py:1(<module>)
        1    0.000    0.000    0.043    0.043 css_parser.py:1(<module>)
    38/29    0.000    0.000    0.007    0.000 css_parser.py:726(parse_pseudo_open)
      260    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        8    0.000    0.000    0.002    0.000 typing.py:2761(_make_nmtuple)
        1    0.000    0.000    0.003    0.003 css_match.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        2    0.000    0.000    0.002    0.001 parser.py:41(parse)
        2    0.000    0.000    0.004    0.002 request.py:1(<module>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        5    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        2    0.000    0.000    0.000    0.000 response.py:297(__init__)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
       41    0.000    0.000    0.380    0.009 models.py:812(generate)
       42    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.004    0.004 ssl.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
       40    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       50    0.000    0.000    0.000    0.000 typing.py:885(__init__)
      400    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
      237    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
      357    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.002    0.001 client.py:231(_parse_header_lines)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       32    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       54    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       53    0.000    0.000    0.000    0.000 parser.py:123(set_cdata_mode)
      202    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.006    0.006 connectionpool.py:1(<module>)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       49    0.000    0.000    0.000    0.000 typing.py:1147(__init__)
       51    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    1.356    0.678 client.py:1384(getresponse)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        7    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      194    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.001    0.001 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
       18    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        8    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.004    0.004 _inputstream.py:1(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:764(should_bypass_proxies)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       18    0.000    0.000    0.000    0.000 typing.py:1449(__getitem__)
      260    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.004    0.004 dammit.py:541(__init__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        4    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
       71    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.012    0.012 url.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x775e6c240cc0}
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.000    0.000 models.py:659(__init__)
       18    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       60    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        1    0.000    0.000    0.000    0.000 response.py:843(read)
        5    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
      496    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 response.py:801(_raw_read)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       16    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
      206    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      142    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.103    0.103 ssl.py:956(_create)
       28    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.120    0.120 connection.py:197(_new_conn)
       45    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        1    0.000    0.000    0.008    0.008 cookiejar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:199(get_netrc_auth)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
      311    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
      188    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       25    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        4    0.000    0.000    0.382    0.096 models.py:887(content)
        2    0.000    0.000    0.039    0.020 exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        7    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.014    0.014 client.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
      118    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       96    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.120    0.120 connection.py:27(create_connection)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        5    0.000    0.000    0.002    0.000 feedparser.py:171(feed)
       30    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
    56/36    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       10    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        2    0.000    0.000    0.000    0.000 connection.py:285(putrequest)
      311    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
      178    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        8    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        8    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       28    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
       10    0.000    0.000    0.000    0.000 connection.py:354(<genexpr>)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
    48/27    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
       16    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.014    0.014 ssl_.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       15    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        5    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
      136    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.132    0.132 ssl_.py:398(ssl_wrap_socket)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        2    0.000    0.000    0.095    0.048 client.py:245(parse_headers)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      169    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
        1    0.000    0.000    0.000    0.000 labels.py:1(<module>)
       14    0.000    0.000    0.010    0.001 css_parser.py:1126(process_selectors)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        2    0.000    0.000    0.000    0.000 response.py:641(_init_length)
        8    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
       70    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      159    0.000    0.000    0.000    0.000 enum.py:1292(value)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:27(HTMLTokenizer)
        4    0.000    0.000    0.000    0.000 utils.py:836(select_proxy)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
      200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.007    0.007 html5parser.py:1(<module>)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        1    0.000    0.000    0.000    0.000 response.py:251(get)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        2    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       63    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
       29    0.000    0.000    0.000    0.000 util.py:19(to_str)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       20    0.000    0.000    0.000    0.000 connection.py:307(<genexpr>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      236    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:538(get_encoding_from_headers)
        1    0.000    0.000    0.002    0.002 sessions.py:1(<module>)
       89    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.005    0.005 _request_methods.py:1(<module>)
        1    0.000    0.000    2.002    2.002 api.py:14(request)
        1    0.000    0.000    0.000    0.000 poolmanager.py:492(ProxyManager)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:179(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.003    0.003 sbcsgroupprober.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:237(cert_verify)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
      118    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      152    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        6    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
    68/19    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.004    0.004 mbcsgroupprober.py:1(<module>)
        2    0.000    0.000    0.001    0.000 adapters.py:331(get_connection)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    2.002    2.002 api.py:62(get)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        6    0.000    0.000    0.000    0.000 response.py:697(_error_catcher)
        1    0.000    0.000    0.020    0.020 compat.py:1(<module>)
        1    0.000    0.000    0.067    0.067 element.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:862(resolve_proxies)
        7    0.000    0.000    0.000    0.000 timeout.py:113(__init__)
        1    0.000    0.000    0.008    0.008 universaldetector.py:1(<module>)
        1    0.000    0.000    0.001    0.001 chardistribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.021    0.021 socket.py:946(getaddrinfo)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        4    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
       14    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        4    0.000    0.000    0.000    0.000 response.py:597(release_conn)
       15    0.000    0.000    0.023    0.002 css_parser.py:294(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       12    0.000    0.000    0.000    0.000 client.py:1064(_output)
        4    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:323(prepare_markup)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    2.001    2.001 sessions.py:502(request)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        2    0.000    0.000    0.000    0.000 response.py:410(_init_decoder)
        1    0.000    0.000    0.001    0.001 sessions.py:459(prepare_request)
        1    0.000    0.000    0.103    0.103 ssl.py:1313(do_handshake)
        2    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 utils.py:635(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
      118    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        2    0.000    0.000    0.255    0.128 connectionpool.py:1089(_validate_conn)
        1    0.000    0.000    0.001    0.001 _tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        5    0.000    0.000    0.000    0.000 url.py:100(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.010    0.005 parser.py:1(<module>)
        1    0.000    0.000    0.024    0.024 css_parser.py:416(CSSParser)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.022    0.022 formatter.py:1(<module>)
        6    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.012    0.012 _html5lib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 response.py:115(__init__)
        1    0.000    0.000    0.001    0.001 sessions.py:303(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x775e6c241940}
        1    0.000    0.000    0.022    0.022 dammit.py:1(<module>)
       15    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
       63    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
       44    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x775e6c2c4c20}
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
       25    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        5    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        2    0.000    0.000    0.001    0.000 poolmanager.py:356(connection_from_url)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        1    0.000    0.000    0.004    0.004 dammit.py:646(_convert_from)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       13    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        2    0.000    0.000    0.000    0.000 connectionpool.py:260(_get_conn)
        3    0.000    0.000    0.000    0.000 models.py:770(is_redirect)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:200(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 adapters.py:360(close)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:772(get_proxy)
    21/18    0.000    0.000    0.001    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 css_parser.py:661(parse_pseudo_nth)
        5    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 models.py:383(copy)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        3    0.000    0.000    0.008    0.003 element.py:2013(find_all)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
       15    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
        2    0.000    0.000    0.000    0.000 models.py:795(iter_content)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 response.py:753(_fp_read)
        1    0.000    0.000    0.000    0.000 models.py:352(prepare)
       11    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        5    0.000    0.000    0.000    0.000 connection.py:168(host)
       18    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
